"NUMBER","INETSDESC","INETSHORTD","UNITS","UNITWEIGHT","PRICE1","DELDATE","DISCONT","INETIMAGE","CANTSELL"
"OE16BETB            ","16oz Better Business oil                                                                                                ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Better Business oil can be used to help improve your business and help financially.","1","2","69.95",12/1/2019 0:00:00,0,"OE16_ESPIRITU.JPG                        ",0
"OE16BEW             ","16oz Bewitching oil                                                                                                     ","Use it to bind the one you love to yourself in love and affection, increase the power of your love spells, and otherwise win the heart of the one you crave above all others.","3","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16BLAC            ","16oz Black Cat oil                                                                                                      ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Black Cat oil can be used as an all purpose oil, especially in protection and defense. ","3","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16BLE             ","16oz Blessing oil                                                                                                       ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Blessing oil can be used to help people heal, grow in their spiritual lives, and increase devotion to their faith.","2","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16BUD             ","16oz Buddha oil                                                                                                         ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Buddha oil can be used to inspire grounding and help you stay in the present moment.","5","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16BUSS            ","16oz Business Success oil                                                                                               ","Business Success oil is for creating better atmosphere and receptivity. ","4","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16CASO            ","16oz Cast Off Evil oil                                                                                                  ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Cast off evil can be used to help rid yourself, others, and spaces of negative influences.","5","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16CIN             ","16oz Cinnamon oil                                                                                                       ","Add to scrub waters for extra strength to bring good luck to the premises.","4","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16CLE             ","16oz Cleopatra oil                                                                                                      ","A potent scent for lovers, Cleopatra Oil can be used as an aphrodisiac to help you excite your lover, mind, body, and spirit.","3","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16COMM            ","16oz Commanding oil                                                                                                     ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Commanding oil may be used to gain authority or control of someone.","1","2","69.95",12/1/2019 0:00:00,0,"OE16_ESPIRITU.JPG                        ",0
"OE16COMTM           ","16oz Come to Me oil                                                                                                     ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Come to me oil may be used to draw in someone from the universe.","1","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16CON             ","16oz Controlling oil                                                                                                    ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Controlling oil may be used to control a person or situation.","3","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16CONJ            ","16oz Conjure oil                                                                                                        ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Conjure oil may be used to help manifest your intentions into reality.","3","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16COP             ","16oz Copal oil                                                                                                          ","This Copal oil is great for charging objects as well as for purification. Combine the uses with the nice energizing scent in your next practice. 16oz bottle of Copal.","0","2","69.95",12/1/2019 0:00:00,0,"OE16_ESPIRITU.JPG                        ",0
"OE16COU             ","16oz Court oil                                                                                                          ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Court oil may be used to aid you in turning all judgements in your favor.","3","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16COUN            ","16oz Counteracting oil                                                                                                  ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Counteracting oil may be used to rid your home of unwanted beings.","2","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16CROS            ","16oz Crown of Success oil                                                                                               ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Crown of success oil may be used in attracting success in any area of your life.","0","2","69.95",12/1/2019 0:00:00,0,"OE16_ESPIRITU.JPG                        ",0
"OE16DESM            ","16oz Desire Me oil                                                                                                      ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Desire Me oil may be used as a powerful attractor to your desires.","9","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16DOA             ","16oz Do As I Say oil                                                                                                    ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Do as I Say oil may be used to gain influence over those around you. Also if combined with relationship oils it may heighten control in your love spells.","0","2","69.95",12/1/2019 0:00:00,0,"OE16_ESPIRITU.JPG                        ",0
"OE16DOM             ","16oz Domination oil                                                                                                     ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Domination oil may be used to dominate a person or situation with power.","5","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16DOUL            ","16oz Double Luck oil                                                                                                    ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Double Luck oil may be used to bring in your luck twice as fast.","3","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16DOVB            ","16oz Dove's Blood oil                                                                                                   ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Doves blood may used for love, peace, friendship or to help get what you want.","2","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16DRAB            ","16oz Dragon's Blood oil                                                                                                 ","Draw back someone into your life.","10","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16DRAW            ","16oz Drawing oil                                                                                                        ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Drawing oil may be used to attract whatever you desire.","5","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16DRE             ","16oz Dream oil                                                                                                          ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Dream oil may be used for a good nights sleep as well as good dreams.","8","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16DUR             ","16oz Durga oil                                                                                                          ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Durga oil may be used for protection from harm.","5","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16EASL            ","16oz Easy Life oil                                                                                                      ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Easy Life oil may be used to help attract a good life full of abundance.","3","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16ELDG            ","16oz Elder Gods oil                                                                                                     ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Elder Gods oil may be used to aid you in prayer and invocation.","13","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16EUC             ","16oz Eucalyptus oil                                                                                                     ","Drawing upon the essence of a plant known for its curative and healing properties, Eucalyptus Oil makes for a fantastic aid in such magic. Use it in your spells and rituals to cleanse, washing away the negative energies that afflict an object, place or person.","2","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16EXO             ","16oz Exorcism oil                                                                                                       ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Exorcism oil may be used to get rid of evil spirits and demons.","5","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16FAN             ","16oz Fantasy oil                                                                                                        ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Fantasy oil may be used to bring your fantasy to life.","4","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16FASL            ","16oz Fast Luck oil                                                                                                      ","Said to bring material wealth to the environment of those who use it, Fast Luck oil is particularly popular among those who use it in games of chance.","4","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16FASM            ","16oz Fast Money oil                                                                                                     ","Sometimes life throws us curveballs that leave us meaning money in a hurry. Fast Money oil has been specifically formulated to aid you when you need it most.","0","2","69.95",12/1/2019 0:00:00,0,"OE16_ESPIRITU.JPG                        ",0
"OE16FER             ","16oz Fertility oil                                                                                                      ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Fertility oil may be used to assist in invoking a pregnancy.","4","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16FINL            ","16oz Financial Luck oil                                                                                                 ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Financial Luck oil may be used to bring in some financial abundance.","6","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16FIRL            ","16oz Fire of Love oil                                                                                                   ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Fire of Love oil may be used in love spells design to heat up new love affairs and sexual satisfaction.","3","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16FIVFG           ","16oz Five Finger Grass oil                                                                                              ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Five Finger Grass oil can be used in protection magic and empowering the object of the spell.","0","2","69.95",12/1/2019 0:00:00,0,"OE16_ESPIRITU.JPG                        ",0
"OE16FLAD            ","16oz Flames of Desire oil                                                                                               ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Flames of Desire oil may be used to make you irresistible to the opposite sex.","7","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16FM              ","16oz Frankincense & Myrrh oil                                                                                           ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Frankincense & Myrrh oil may be used for healing on an emotional, physical, and spiritual level. ","0","2","69.95",12/1/2019 0:00:00,0,"OE16_ESPIRITU.JPG                        ",0
"OE16FRA             ","16oz Frankincense oil                                                                                                   ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Frankincense oil has been used for regulating emotions.","0","2","69.95",12/1/2019 0:00:00,0,"OE16_ESPIRITU.JPG                        ",0
"OE16FRE             ","16oz Freya oil                                                                                                          ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Freya oil may be used to invoke Freya the Norse Goddess of love, beauty, fertility, magic.","3","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16GAN             ","16oz Ganesha oil                                                                                                        ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Ganesha oil may be used for invoking Ganesha the Hindu elephant god. He can aid in removing obstacles.","5","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16GLOA            ","16oz Glow of Attraction oil                                                                                             ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Glow of Attraction may be used to attract a new love or concentrate on the one you desire.","1","2","69.95",12/1/2019 0:00:00,0,"OE16_ESPIRITU.JPG                        ",0
"OE16GOA             ","16oz Go Away oil                                                                                                        ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Go away oil may be used to keep away evil and may help in getting rid of bothersome person.","5","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16GOAE            ","16oz Go Away Evil oil                                                                                                   ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Go Away Evil oil may be used to send evil away from you either a person or spirit.","5","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16GOD             ","16oz Goddess oil                                                                                                        ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Goddess oil may be used to bring out the goddess within and balancing the feminine.","4","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16GOOL            ","16oz Good Luck oil                                                                                                      ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Good Luck oil may be used for bringing good luck into your life.","5","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16GREM            ","16oz Green Man oil                                                                                                      ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Green Man oil is the oil of trees and may aid in tree medicine.","5","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16GUAA            ","16oz Guardian Angel oil                                                                                                 ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Guarding Angel oil may be used to protect you or a loved one.","2","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16HEA             ","16oz Healing oil                                                                                                        ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Healing oil may be used to aid in healing yourself or someone else.","3","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16HEL             ","16oz Heliotrope oil                                                                                                     ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Heliotrope oil may be used for bringing good cheer and fortune.","8","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16HERH            ","16oz Herne the Hunter oil                                                                                               ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Herne the Hunter oil is a from Herne the god of the wild hunt. Use this oil to invoke him.","4","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16HEXB            ","16oz Hex Breaker oil                                                                                                    ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Hex Breaker oil may be used to stop and remove hexes and spells.","3","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16HIGJ            ","16oz High John oil                                                                                                      ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. High John oil comes from High John the Conqueror and when using this oil it may aid in luck, money, power, and conquering any situation.","1","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16HOLD            ","16oz Holy Death oil                                                                                                     ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Holy Death oil may be used to invoke the power in attracting a lover. Only death shall part them.","2","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16HON             ","16oz Honeysuckle oil                                                                                                    ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Honeysuckle oil is said to protect the bonds of love with a sweet aroma.","3","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16HOOB            ","16oz Hoodoo Binding oil                                                                                                 ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Hoodoo Binding oil can be used in spells and can be used to affect people without them knowing.","1","2","69.95",12/1/2019 0:00:00,0,"OE16_ESPIRITU.JPG                        ",0
"OE16HORG            ","16oz Horned God oil                                                                                                     ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. The Horned God is the lord of the woodlands, the hunt and animals. This oil maybe used to invoke his spirit.","5","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16HOUB            ","16oz House Blessing oil                                                                                                 ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. House Blessing oil may be used to help change the energy of your house and infuse it with good blessing. Great for moving into new spaces.","4","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16IRR             ","16oz Irresistible oil                                                                                                   ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Irresistible oil may be used to entice a lover.","2","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16ISI             ","16oz Isis oil                                                                                                           ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Isis is the Goddess of marriage, fertility, motherhood, magic and medicine. Using Isis oil may be used to invoke her spirit.","1","2","69.95",12/1/2019 0:00:00,0,"OE16_ESPIRITU.JPG                        ",0
"OE16JEZ             ","16oz Jezabel oil                                                                                                        ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Jezabel oil may be used to help woman get their way with men or business.","4","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16JINR            ","16oz Jinx Removing oil                                                                                                  ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Jinx Removing oil may be used to aid in the removal of a jinx.","1","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16JOB             ","16oz Job oil                                                                                                            ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Job oil may be used to help you find a better job or aid in fixing issues with your current job.","2","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16JOHC            ","16oz John the Conqueror oil                                                                                             ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. John the Conqueror oil may be used to aid in power and prosperity by invoking his spirit.","5","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16JUDB            ","16oz Judge Be For Me oil                                                                                                ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Judge Be For Me oil may be used to sway the Judge in your favor. Put some on before entering the court.","0","2","69.95",12/1/2019 0:00:00,0,"OE16_ESPIRITU.JPG                        ",0
"OE16JUSJ            ","16oz Just Judge oil                                                                                                     ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Just Judge oil may be used to influence a judge in your favor.","0","2","69.95",12/1/2019 0:00:00,0,"OE16_ESPIRITU.JPG                        ",0
"OE16KEEAT           ","16oz Keep Away Trouble oil                                                                                              ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. This product may be used to aid you in staying protected from trouble.","4","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16KINS            ","16oz King Solomon oil                                                                                                   ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. King Solomon may be used to draw tremendous wisdom and power.","4","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16KRI             ","16oz Krishna oil                                                                                                        ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Krishna oil may be used to aid in keeping a positive attitude.","5","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16KYP             ","16oz Kyphi oil                                                                                                          ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Kyphi oil may be used to help attract a love into your life.","8","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16LAVF            ","16oz Lavender, (French) oil                                                                                             ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Lavender (french) oil may be used for mental clarity.","3","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16LAWSA           ","16oz Law Stay Away oil                                                                                                  ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Law Stay Away oil may be used to keep the law far away from you.","1","2","69.95",12/1/2019 0:00:00,0,"OE16_ESPIRITU.JPG                        ",0
"OE16LOTT            ","16oz Lottery oil                                                                                                        ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Lottery oil may be used to increase your luck while playing the lottery or gambling.","4","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16LOTUS           ","16oz Lotus oil                                                                                                          ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Lotus oil may be used as an aid in meditation and spiritual work. Is great when working with goddess energy.","4","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16LOV             ","16oz Lovers oil                                                                                                         ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Lovers oil may be used to enhance your love life in many ways.","2","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16LOVB            ","16oz Love Breaker oil                                                                                                   ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Love Breaker oil may be used to break up a relationship.","7","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16LOVD            ","16oz Love Drawing oil                                                                                                   ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Love Drawing oil may be used to guide love your way.","4","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16LOVDR           ","16oz Love Drops oil                                                                                                     ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Love Drops oil may be used to generate positive love energy around you.","5","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16LOVM            ","16oz Love Me oil                                                                                                        ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Love Me oil may be used to help attract a difficult love target.","2","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16LOVS            ","16oz Love Spell oil                                                                                                     ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Love Spell oil may be used in spell magic to create love bonds between people.","3","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16LUC             ","16oz Lucifer oil                                                                                                        ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Lucifer oil may be used to invoke Lucifer and honor him in your rituals.","5","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16LUVLL           ","16oz Luv Luv Luv oil                                                                                                    ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Luv Luv Luv oil may be used to become a magnet to person that is already attached to someone.","0","2","69.95",12/1/2019 0:00:00,0,"OE16_ESPIRITU.JPG                        ",0
"OE16MAG             ","16oz Magnet oil                                                                                                         ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Magnet oil may be used to draw in anything to you that you desire like a magnet.","3","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16MAGIC           ","16oz Magic oil                                                                                                          ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Magic oil may be used to enhance your magic spells.","3","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16MAN             ","16oz Mandrake oil                                                                                                       ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Mandrake may be used for both empowering a curse or to help turn away negative energy and curses.","4","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16MAR             ","16oz Marriage oil                                                                                                       ","Oils may be used in ritual magic, anointing, aromatherapy and spell-crafting. Marriage Oil may be used to invoke that marriage proposal or to help keep your marriage happy and filled with passion.","2","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16MED             ","16oz Meditation oil                                                                                                     ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Meditation oil maybe used to aid in any of your meditation practices.","4","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16MIL             ","16oz Millionaire oil                                                                                                    ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Millionaire oil may be used to aid in achieving a constant flow of cash.","2","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16MIS             ","16oz Mistletoe oil                                                                                                      ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Mistletoe oil may be used to bring in good fortune and money.","5","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16MOJW            ","16oz Mojo Wishing oil                                                                                                   ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Mojo Wishing may be used to aid you in making your wishes come true.","3","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16MOND            ","16oz Money Drawing oil                                                                                                  ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Money Drawing oil may be used in money spells for luck and business.","1","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16MOO             ","16oz Moon oil                                                                                                           ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Moon oil may be used to harness the feminine energies of the moon.","1","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16MRM             ","16oz Mr Money oil                                                                                                       ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Mr. Money may be used to attract a wealthy man into your life and for financial abundance.","2","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16MUS             ","16oz Musk oil                                                                                                           ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Musk provides a wonderful scent.","2","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16MYR             ","16oz Myrrh oil                                                                                                          ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Myrrh oil may be used for purification, exorcism, protection and preparation for ritual.","5","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16NEC             ","16oz Necronomicon oil                                                                                                   ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Necronomicon oil may be used with spells for the dead.","3","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16NEWMH           ","16oz New Mown Hay oil                                                                                                   ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. New Mown Hay oil may be used for new beginnings and business adventures.","10","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16OCHA            ","16oz Orisha Chango oil                                                                                                  ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Orisha Chango oil may be used for the purpose of spiritual transformation and for overcoming fears.","3","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16OELE            ","16oz Orisha Elegua oil                                                                                                  ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Orisha Elegua allows doors to open from the spiritual world to the material.","1","2","69.95",12/1/2019 0:00:00,0,"OE16_ESPIRITU.JPG                        ",0
"OE16ONEL            ","16oz One Love oil                                                                                                       ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. One Love oil may be used to manifest that one true love.","2","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16OOCH            ","16oz Orisha Ochosi oil                                                                                                  ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Ochosi watches over anyone experiencing legal problems.","5","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
"OE16OOGU            ","16oz Orisha Ogun oil                                                                                                    ","Oils may provide many different results in various areas in your life. People have used them in ritual magic, anointing, aromatherapy and spell-crafting. Orisha Ogun oil may be used to clear obstacles that get in the way of spiritual growth.","4","2","69.95",,0,"OE16_ESPIRITU.JPG                        ",0
